2579;Linda Ronstadt;LINDARONSTADT;Tumbling Dice;22/04/1978
2580;Linda Ronstadt;LINDARONSTADT;Someone To Lay Down Beside Me;04/12/1976
2581;Billy Preston;BILLYPRESTON;Nothing From Nothing;13/07/1974
2582;Nelly Featuring Kelly Rowland;NELLY;Dilemma;13/07/2002
2583;Whistle;WHISTLE;Right Next To Me;03/06/1989
2584;Grand Funk Railroad;GRANDFUNKRAILROAD;Shinin' On;13/07/1974
2585;The Motels;MOTELS;Only The Lonely;24/04/1982
2586;Marshall Crenshaw;MARSHALLCRENSHAW;Someday, Someway;10/07/1982
2587;Brownsville Station;BROWNSVILLESTATION;Let Your Yeah Be Yeah;03/03/1973
2588;Foghat;FOGHAT;What A Shame;28/04/1973
2589;Noel Harrison;NOELHARRISON;Suzanne;28/10/1967
2590;Roberta Flack With Maxi Priest;ROBERTAFLACKWITHMAXIPRIEST;Set The Night To Music;21/09/1991
2591;Roberta Flack, Donny Hathaway;ROBERTAFLACKDONNYHATHAWAY;You Are My Heaven;16/02/1980
2592;Peabo Bryson And Regina Belle;PEABOBRYSONANDREGINABELLE;Without You;06/02/1988
2593;Gary Wright;GARYWRIGHT;Made To Love You;18/09/1976
2594;Lauren Wood;LAURENWOOD;Please Don't Leave;22/09/1979
2595;David Crosby ;DAVIDCROSBY;Hero;08/05/1993
2596;Graham Nash;GRAHAMNASH;Innocent Eyes;26/04/1986
2597;Carla Thomas;CARLATHOMAS;Let Me Be Good To You;30/04/1966
2598;Dionne Warwick;DIONNEWARWICK;If We Only Have Love;11/03/1972
2599;Dionne Warwick;DIONNEWARWICK;Once You Hit The Road;10/01/1976
2600;Dionne Warwick;DIONNEWARWICK;You Can Have Him;13/03/1965
2601;Fotomaker;FOTOMAKER;Miles Away;02/12/1978
2602;Ben E. King;BENEKING;Ecstasy;03/02/1962
2603;Ben E. King;BENEKING;Here Comes The Night;07/10/1961
2604;Ben E. King;BENEKING;That's When It Hurts;04/04/1964
2605;Ben E. King;BENEKING;I Could Have Danced All Night;02/11/1963
2606;Bobby Darin;BOBBYDARIN;Milord;16/05/1964
2607;Darrell Banks;DARRELLBANKS;Somebody (Somewhere) Needs You;15/10/1966
2608;Don Covay;DONCOVAY;Take This Hurt Off Me;26/12/1964
2609;Glenn Yarbrough;GLENNYARBROUGH;Baby The Rain Must Fall;13/03/1965
2610;The Hullaballoos;HULLABALLOOS;Did You Ever;13/02/1965
2611;James Darren;JAMESDARREN;Goodbye Cruel World;14/10/1961
2612;James Darren;JAMESDARREN;Her Royal Majesty;03/02/1962
2613;James Darren;JAMESDARREN;Conscience;14/04/1962
2614;James Darren;JAMESDARREN;Mary's Little Lamb;30/06/1962
2615;James Darren;JAMESDARREN;Hail To The Conquering Hero;13/10/1962
2616;James Darren;JAMESDARREN;Pin A Medal On Joey;09/02/1963
2617;James Darren;JAMESDARREN;You Take My Heart Away;19/03/1977
2618;Cheech & Chong;CHEECHCHONG;Framed;12/06/1976
2619;King Curtis;KINGCURTIS;Jump Back;13/05/1967
2620;Alice Cooper;ALICECOOPER;Caught In A Dream;12/06/1971
2621;David Geddes;DAVIDGEDDES;Run Joey Run;02/08/1975
2622;Dionne Warwick;DIONNEWARWICK;Paper Mache;11/07/1970
2623;Dionne Warwick;DIONNEWARWICK;The Beginning Of Loneliness;18/03/1967
2624;The Persuaders;PERSUADERS;Love Gonna Pack Up (And Walk Out);25/12/1971
2625;Crime Mob Featuring Lil Scrappy;CRIMEMOB;Knuck If You Buck;21/08/2004
2626;Shirley (& Company);SHIRLEYCOMPANY;Cry Cry Cry;14/06/1975
2627;Sonny & Cher;SONNYCHER;Plastic Man;10/06/1967
2628;The Sweet Inspirations;SWEETINSPIRATIONS;Let It Be Me;22/07/1967
2629;The Sweet Inspirations;SWEETINSPIRATIONS;To Love Somebody;06/07/1968
2630;The Sweet Inspirations;SWEETINSPIRATIONS;Unchained Melody;31/08/1968
2631;Christopher Cross;CHRISTOPHERCROSS;Charm The Snake;26/10/1985
2632;Mar-Keys;MARKEYS;Philly Dog;05/03/1966
2633;Jorgen Ingmann;JORGENINGMANN;Apache;21/01/1961
2634;Jorgen Ingmann;JORGENINGMANN;Anna;20/05/1961
2635;The Toys;TOYS;May My Heart Be Cast Into Stone;02/04/1966
2636;Carole King;CAROLEKING;He's A Bad Boy;27/04/1963
2637;The Jewels;JEWELS;Opportunity;10/10/1964
2638;Earl-Jean;EARLJEAN;I'm Into Somethin' Good;27/06/1964
2639;The Girlfriends;GIRLFRIENDS;My One And Only, Jimmy Boy;28/12/1963
2640;David Sanborn;DAVIDSANBORN;Bang Bang;29/08/1992
2641;Leschea;LESCHEA;Fulton St.;14/06/1997
2642;Phajja;PHAJJA;So Long (Well, Well, Well);21/02/1998
2643;Graham Parker ;GRAHAMPARKER;Wake Up (Next To You);04/05/1985
2644;Natalie Cole;NATALIECOLE;I Live For Your Love;07/11/1987
2645;Natalie Cole;NATALIECOLE;Pink Cadillac;05/03/1988
2646;John Parr;JOHNPARR;Blame It On The Radio;13/12/1986
2647;The Moments;MOMENTS;Sunday;10/05/1969
2648;The Moments;MOMENTS;Not On The Outside;28/12/1968
2649;Moments;MOMENTS;Look At Me (I'm In Love);05/07/1975
2650;The Honeydrippers;HONEYDRIPPERS;Rockin  At Midnight;05/01/1985
2651;Jade;JADE;I Wanna Love You (From Class Act);11/07/1992
2652;Jade;JADE;One Woman;05/06/1993
2653;Miki Howard;MIKIHOWARD;Ain t Nobody Like You;21/11/1992
2654;The Doobie Brothers;DOOBIEBROTHERS;Nobody;02/11/1974
2655;The Doobie Brothers;DOOBIEBROTHERS;I Cheat The Hangman;27/12/1975
2656;The Doobie Brothers;DOOBIEBROTHERS;Wheels Of Fortune;28/08/1976
2657;The Doobie Brothers;DOOBIEBROTHERS;Echoes Of Love;08/10/1977
2658;The Doobie Brothers;DOOBIEBROTHERS;Wynken, Blynken And Nod;24/01/1981
2659;The Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm;NOTORIOUSBIG;Nasty Girl;17/12/2005
2660;Bananarama;BANANARAMA;More Than Physical;18/10/1986
2661;Damn Yankees;DAMNYANKEES;Silence Is Broken (From Nowhere To Run);17/04/1993
2662;Eurythmics And Aretha Franklin;EURYTHMICSANDARETHAFRANKLIN;Sisters Are Doing It For Themselves;19/10/1985
2663;Aretha Franklin;ARETHAFRANKLIN;Freeway Of Love;22/06/1985
2664;Aretha Franklin;ARETHAFRANKLIN;My Song;30/11/1968
2665;Linkin Park;LINKINPARK;Given Up;02/06/2007
2666;Linkin Park;LINKINPARK;Leave Out All The Rest;22/11/2008
2667;Linkin Park;LINKINPARK;Shadow Of The Day;24/11/2007
2668;Paul Wall Featuring Jermaine Dupri;PAULWALL;I'm Throwed;28/04/2007
2669;Wilson Pickett;WILSONPICKETT;Stag-O-Lee;04/11/1967
2670;Sam & Dave;SAMDAVE;Born Again;22/03/1969
2671;Jean & The Darlings;JEANDARLINGS;How Can You Mistreat The One You Love;26/08/1967
2672;Otis Redding, Carla Thomas;OTISREDDINGCARLATHOMAS;Lovey Dovey;10/02/1968
2673;Otis Redding And Carla Thomas;OTISREDDINGANDCARLATHOMAS;Knock On Wood;12/08/1967
2674;Bar-Kays;BARKAYS;Give Everybody Some;14/10/1967
2675;Johnnie Taylor;JOHNNIETAYLOR;Somebody's Sleeping In My Bed;16/12/1967
2676;Carla Thomas;CARLATHOMAS;Pick Up The Pieces;30/12/1967
2677;Eddie Floyd;EDDIEFLOYD;Don't Rock The Boat;01/07/1967
2678;Rufus Thomas;RUFUSTHOMAS;Jump Back;10/10/1964
2679;Carla Thomas;CARLATHOMAS;What A Fool I've Been;20/07/1963
2680;Mar-Keys;MARKEYS;Pop-Eye Stroll;31/03/1962
2681;Andy Stewart;ANDYSTEWART;A Scottish Soldier (Green Hills of Tyrol);01/04/1961
2682;Grand Funk Railroad;GRANDFUNKRAILROAD;We're An American Band;28/07/1973
2683;Grand Funk Railroad;GRANDFUNKRAILROAD;Walk Like A Man;24/11/1973
2684;The Babys;BABYS;If You've Got The Time;19/03/1977
2685;Lenny Kravitz;LENNYKRAVITZ;Rock And Roll Is Dead;14/10/1995
2686;Lenny Kravitz;LENNYKRAVITZ;Can't Get You Off My Mind;23/03/1996
2687;Lenny Kravitz;LENNYKRAVITZ;American Woman;17/07/1999
2688;Enigma;ENIGMA;Beyond The Invisible;30/11/1996
2689;Enigma;ENIGMA;Return To Innocence;05/03/1994
2690;Guerilla Black Featuring Mario Winans;GUERILLABLACK;You're The One;27/11/2004
2691;Nitty Gritty Dirt Band;NITTYGRITTYDIRTBAND;House At Pooh Corner;24/04/1971
2692;Bobby Womack;BOBBYWOMACK;Check It Out;12/04/1975
2693;Peggy Lee;PEGGYLEE;I'm A Woman;05/01/1963
2694;The Smashing Pumpkins;SMASHINGPUMPKINS;Ava Adore;04/07/1998
2695;Gerry & The Pacemakers;GERRYPACEMAKERS;I'm The One;11/07/1964
2696;Gerry & The Pacemakers;GERRYPACEMAKERS;It's Gonna Be Alright;10/04/1965
2697;Fountains Of Wayne;FOUNTAINSOFWAYNE;Stacy's Mom;11/10/2003
2698;Glen Campbell;GLENCAMPBELL;Turn Around, Look At Me;28/10/1961
2699;Jethro Tull;JETHROTULL;Locomotive Breath;14/02/1976
2700;Keith Urban;KEITHURBAN;You're My Better Half;04/12/2004
2701;Keith Urban;KEITHURBAN;Tonight I Wanna Cry;31/12/2005
2702;Grand Funk Railroad;GRANDFUNKRAILROAD;Heartbreaker;14/02/1970
2703;Roxette;ROXETTE;The Look;11/02/1989
2704;Roxette;ROXETTE;Dangerous;16/12/1989
2705;Ice Cube Featuring Mr. Short Khop;ICECUBE;Pushin  Weight;31/10/1998
2706;The Band;BAND;Up On Cripple Creek;01/11/1969
2707;R.E.M.;REM;Fall On Me;04/10/1986
2708;Kenny Rogers;KENNYROGERS;A Love Song;16/10/1982
2709;Jordan Pruitt;JORDANPRUITT;Outside Looking In;24/02/2007
2710;30 Seconds To Mars;30SECONDSTOMARS;From Yesterday;03/02/2007
2711;The Band;BAND;Ophelia;20/03/1976
2712;The Band;BAND;Life Is A Carnival;16/10/1971
2713;Minnie Riperton;MINNIERIPERTON;Inside My Love;09/08/1975
2714;Keith Urban;KEITHURBAN;Once In A Lifetime;16/09/2006
2715;Bobby Darin;BOBBYDARIN;You're The Reason I'm Living;19/01/1963
2716;Peter Brown, Betty Wright;PETERBROWNBETTYWRIGHT;Dance With Me;04/03/1978
2717;Vikki Carr;VIKKICARR;With Pen In Hand;03/05/1969
2718;Gerry & The Pacemakers;GERRYPACEMAKERS;Girl On A Swing;10/09/1966
2719;Steve Wariner;STEVEWARINER;I m Already Taken;11/09/1999
2720;Helen Reddy;HELENREDDY;Bluebird;05/07/1975
2721;Helen Reddy;HELENREDDY;Keep On Singing;09/03/1974
2722;Helen Reddy;HELENREDDY;Crazy Love;07/08/1971
2723;Lou Rawls;LOURAWLS;You Can Bring Me All Your Heartaches;26/11/1966
2724;Blondie;BLONDIE;Atomic;17/05/1980
2725;Pat Benatar;PATBENATAR;Looking For A Stranger;23/04/1983
2726;Pat Benatar;PATBENATAR;Promises In The Dark;03/10/1981
2727;Pat Benatar;PATBENATAR;Fire And Ice;18/07/1981
2728;Huey Lewis & The News;HUEYLEWISNEWS;Workin' For A Livin';14/08/1982
2729;Billy J Kramer And The Dakotas;BILLYJKRAMERANDDAKOTAS;Trains And Boats And Planes;26/06/1965
2730;Gwen McCrae;GWENMCCRAE;Rockin' Chair;17/05/1975
2731;Lil  Zane Featuring 112;LILZANE;Callin  Me;29/07/2000
2732;Jon Secada;JONSECADA;Do You Believe In Us;26/09/1992
2733;Nancy Wilson;NANCYWILSON;Tell Me The Truth;24/08/1963
2734;EMF;EMF;Lies;28/09/1991
2735;Ike & Tina Turner;IKETINATURNER;A Fool In Love;27/08/1960
2736;Jay & The Americans;JAYAMERICANS;Hushabye;31/05/1969
2737;Jay & The Americans;JAYAMERICANS;Walkin' In The Rain;22/11/1969
2738;Huey Lewis ;HUEYLEWIS;Couple Days Off;27/04/1991
2739;Poison;POISON;Unskinny Bop;07/07/1990
2740;Joshua Kadison;JOSHUAKADISON;Beautiful In My Eyes;16/04/1994
2741;Paula Abdul;PAULAABDUL;Vibeology;18/01/1992
2742;Paula Abdul;PAULAABDUL;Blowing Kisses In The Wind;19/10/1991
2743;Lenny Kravitz;LENNYKRAVITZ;Let Love Rule;27/01/1990
2744;Paula Abdul;PAULAABDUL;Cold Hearted;24/06/1989
2745;Glen Campbell;GLENCAMPBELL;Don't Pull Your Love/Then You Can Tell Me Goodbye;27/03/1976
2746;Heart;HEART;Who Will You Run To;15/08/1987
2747;Heart;HEART;Alone;16/05/1987
2748;Heart;HEART;There's The Girl;26/12/1987
2749;Nitty Gritty Dirt Band;NITTYGRITTYDIRTBAND;Buy For Me The Rain;08/04/1967
2750;Nitty Gritty Dirt Band;NITTYGRITTYDIRTBAND;Some Of Shelly's Blues;11/09/1971
2751;Nitty Gritty Dirt Band;NITTYGRITTYDIRTBAND;Fire In The Sky;03/10/1981
2752;Nitty Gritty Dirt Band;NITTYGRITTYDIRTBAND;Make A Little Magic;21/06/1980
2753;Heart;HEART;If Looks Could Kill;19/07/1986
2754;Heart;HEART;These Dreams;18/01/1986
2755;Heart;HEART;Nothin' At All;19/04/1986
2756;Glen Campbell;GLENCAMPBELL;Try A Little Kindness;11/10/1969
2757;Thomas Dolby;THOMASDOLBY;Europa And The Pirate Twins;18/06/1983
2758;Blondie;BLONDIE;Maria;10/04/1999
2759;Michael Buble;MICHAELBUBLE;Lost;19/04/2008
2760;The Kingston Trio;KINGSTONTRIO;One More Town;27/10/1962
2761;The Kingston Trio;KINGSTONTRIO;Ally Ally Oxen Free;23/11/1963
2762;Don McLean;DONMCLEAN;If We Try;31/03/1973
2763;Bobby Darin;BOBBYDARIN;Treat My Baby Good;24/08/1963
2764;Bobby Darin;BOBBYDARIN;Be Mad Little Girl;23/11/1963
2765;Portrait;PORTRAIT;Here We Go Again!;14/11/1992
2766;Cliff Richard;CLIFFRICHARD;A Little In Love;13/12/1980
2767;Cliff Richard;CLIFFRICHARD;Give A Little Bit More;25/04/1981
2768;Go-Go's;GOGOS;Our Lips Are Sealed;29/08/1981
2769;Nat King Cole;NATKINGCOLE;That Sunday, That Summer;31/08/1963
2770;Freddie Jackson;FREDDIEJACKSON;You Are My Lady;07/09/1985
2771;Natalie Cole;NATALIECOLE;Sophisticated Lady (She's A Different Lady);29/05/1976
2772;Natalie Cole;NATALIECOLE;Mr. Melody;11/09/1976
2773;Natalie Cole;NATALIECOLE;Party Lights;23/07/1977
2774;Natalie Cole;NATALIECOLE;Someone That I Used To Love;21/06/1980
2775;Leon Russell;LEONRUSSELL;Roll In My Sweet Baby's Arms;06/10/1973
2776;Leon Russell;LEONRUSSELL;Tight Rope;26/08/1972
2777;Leon Russell;LEONRUSSELL;Back To The Island;03/01/1976
2778;Leon Russell;LEONRUSSELL;Lady Blue;02/08/1975
2779;Sammy Hagar;SAMMYHAGAR;(Sittin' On) The Dock Of The Bay;07/04/1979
2780;Sammy Hagar;SAMMYHAGAR;Plain Jane;15/09/1979
2781;Sammy Hagar;SAMMYHAGAR;You Make Me Crazy;10/12/1977
2782;Linda Ronstadt;LINDARONSTADT;Rock Me On The Water;04/03/1972
2783;Linda Ronstadt;LINDARONSTADT;You're No Good;07/12/1974
2784;Linda Ronstadt;LINDARONSTADT;It Doesn't Matter Anymore;26/07/1975
2785;Linda Ronstadt;LINDARONSTADT;When Will I Be Loved;12/04/1975
2786;The Red Jumpsuit Apparatus;REDJUMPSUITAPPARATUS;Face Down;05/08/2006
2787;Mims;MIMS;This Is Why I'm Hot;03/02/2007
2788;Bachman-Turner Overdrive;BACHMANTURNEROVERDRIVE;Let It Ride;23/02/1974
2789;Dean Martin;DEANMARTIN;(Remember Me) I'm The One Who Loves You;22/05/1965
2790;Javier;JAVIER;Crazy;16/08/2003
2791;John Taylor;JOHNTAYLOR;I Do What I Do... (Theme For 9 1/2 Weeks);08/03/1986
2792;Tavares;TAVARES;She's Gone;05/10/1974
2793;Ice Cube;ICECUBE;Really Doe;11/12/1993
2794;Ann Wilson And Robin Zander;ANNWILSONANDROBINZANDER;Surrender To Me;24/12/1988
2795;Baby Washington;BABYWASHINGTON;I Can't Wait Until I See My Baby;21/03/1964
2796;Stevie Nicks;STEVIENICKS;Has Anyone Ever Written Anything For You;17/05/1986
2797;Carly Simon;CARLYSIMON;Legend In Your Own Time;25/03/1972
2798;Carly Simon;CARLYSIMON;Haven't Got Time For The Pain;11/05/1974
2799;Carly Simon;CARLYSIMON;You Belong To Me;15/04/1978
2800;Carly Simon;CARLYSIMON;Jesse;02/08/1980
2801;Gerald Levert;GERALDLEVERT;Thinkin' Bout It;05/09/1998
2802;Gerald Levert;GERALDLEVERT;Taking Everything;30/01/1999
2803;Yung Joc Featuring Gorilla Zoe;YUNGJOC;Coffee Shop;15/09/2007
2804;Ashley Tisdale;ASHLEYTISDALE;He Said She Said;27/01/2007
2805;Cheri;CHERI;Murphy's Law;10/04/1982
2806;Bobby Caldwell;BOBBYCALDWELL;Coming Down From Love;19/04/1980
2807;Santo & Johnny;SANTOJOHNNY;Twistin' Bells;17/12/1960
2808;Santo & Johnny;SANTOJOHNNY;I'll Remember (In The Still Of The Night);18/01/1964
2809;Keith Martin;KEITHMARTIN;Never Find Someone Like You;04/03/1995
2810;Lil Boosie Featuring Foxx & Webbie;LILBOOSIE;Wipe Me Down;12/05/2007
2811;Frank Sinatra;FRANKSINATRA;This Town;28/10/1967
2812;Genesis;GENESIS;Hold On My Heart;02/05/1992
2813;Genesis;GENESIS;No Son Of Mine;02/11/1991
2814;Genesis;GENESIS;Jesus He Knows Me;01/08/1992
2815;Brook Benton;BROOKBENTON;Shoes;26/12/1970
2816;Brook Benton;BROOKBENTON;Don't It Make You Want To Go Home;30/05/1970
2817;Brook Benton;BROOKBENTON;Laura (Tell Me What He's Got That I Ain't Got);19/08/1967
2818;Barbara Lewis;BARBARALEWIS;Straighten Up Your Heart;17/08/1963
2819;Barbara Lewis;BARBARALEWIS;Don't Forget About Me;29/01/1966
2820;Arthur Conley;ARTHURCONLEY;People Sure Act Funny;22/06/1968
2821;Percy Sledge;PERCYSLEDGE;Sudden Stop;03/08/1968
2822;Percy Sledge;PERCYSLEDGE;Love Me Tender;17/06/1967
2823;Clarence Carter;CLARENCECARTER;Snatching It Back;01/03/1969
2824;The Persuaders;PERSUADERS;Some Guys Have All The Luck;03/11/1973
2825;The Persuaders;PERSUADERS;Best Thing That Ever Happened To Me;02/03/1974
2826;Archie Bell & The Drells;ARCHIEBELLDRELLS;Tighten Up;30/03/1968
2827;Archie Bell & The Drells;ARCHIEBELLDRELLS;Do The Choo Choo;28/09/1968
2828;Archie Bell & The Drells;ARCHIEBELLDRELLS;My Balloon's Going Up;13/09/1969
2829;Archie Bell & The Drells;ARCHIEBELLDRELLS;A World Without Music;27/12/1969
2830;Archie Bell & The Drells;ARCHIEBELLDRELLS;Don't Let The Music Slip Away;18/04/1970
2831;Archie Bell & The Drells;ARCHIEBELLDRELLS;Wrap It Up;12/12/1970
2832;Rufus Thomas, Carla Thomas;RUFUSTHOMASCARLATHOMAS;Night Time Is The Right Time;20/06/1964
2833;Frankie Valli;FRANKIEVALLI;The Proud One;12/11/1966
2834;Frankie Valli;FRANKIEVALLI;I Make A Fool Of Myself;26/08/1967
2835;Frankie Valli;FRANKIEVALLI;To Give (The Reason I Live);30/12/1967
2836;Frankie Valli;FRANKIEVALLI;The Girl I'll Never Know (Angels Never Fly This Low);14/06/1969
2837;Frankie Valli;FRANKIEVALLI;Our Day Will Come;18/10/1975
2838;Frankie Valli;FRANKIEVALLI;Fallen Angel;03/04/1976
2839;Traveling Wilburys;TRAVELINGWILBURYS;Handle With Care;29/10/1988
2840;Kon Kan;KONKAN;I Beg Your Pardon;24/12/1988
2841;Daddy Yankee Featuring Fergie;DADDYYANKEE;Impacto;26/05/2007
2842;Kenny Rogers;KENNYROGERS;Ruby, Don't Take Your Love To Town;07/06/1969
2843;Paramore;PARAMORE;Misery Business;21/07/2007
2844;Arrested Development;ARRESTEDDEVELOPMENT;People Everyday;15/08/1992
2845;The Poppy Family;POPPYFAMILY;That's Where I Went Wrong;08/08/1970
2846;The Poppy Family;POPPYFAMILY;Where Evil Grows;31/07/1971
2847;The Poppy Family;POPPYFAMILY;I Was Wondering;03/04/1971
2848;Ronnie Milsap;RONNIEMILSAP;Don't You Know How Much I Love You;13/08/1983
2849;Ronnie Milsap;RONNIEMILSAP;Stranger In My House;26/03/1983
2850;Lorrie Morgan;LORRIEMORGAN;Go Away;04/10/1997
2851;Young-Holt Unlimited;YOUNGHOLTUNLIMITED;Wack Wack;17/12/1966
2852;Lil Suzy;LILSUZY;I Still Love You;28/11/1998
2853;Lil Suzy;LILSUZY;Can t Get You Out Of My Mind;02/08/1997
2854;Intonation Featuring Joee;INTONATION;Died In Your Arms;08/07/1995
2855;The Stylistics;STYLISTICS;Rockin' Roll Baby;20/10/1973
2856;The Stylistics;STYLISTICS;You Are Beautiful;13/03/1976
2857;The Stylistics;STYLISTICS;Star On A TV Show;18/01/1975
2858;The Stylistics;STYLISTICS;Funky Weekend;06/12/1975
2859;The Stylistics;STYLISTICS;You'll Never Get To Heaven (If You Break My Heart);19/05/1973
2860;Glenn Medeiros;GLENNMEDEIROS;Watching Over You;01/08/1987
2861;Beau Coup;BEAUCOUP;Sweet Rachel;31/10/1987
2862;Van McCoy;VANMCCOY;Change With The Times;11/10/1975
2863;Van McCoy;VANMCCOY;Party;14/08/1976
2864;Van McCoy;VANMCCOY;Night Walk;29/05/1976
2865;Spyro Gyra;SPYROGYRA;Cafe Amore;07/02/1981
2866;Spyro Gyra;SPYROGYRA;Morning Dance;16/06/1979
2867;Spyro Gyra;SPYROGYRA;Catching The Sun;19/04/1980
2868;Redbone;REDBONE;Maggie;05/12/1970
2869;The Vogues;VOGUES;My Special Angel;07/09/1968
2870;Wanda Jackson;WANDAJACKSON;In The Middle Of A Heartache;14/10/1961
2871;The Castells;CASTELLS;So This Is Love;14/04/1962
2872;The Castells;CASTELLS;Oh! What It Seemed To Be;25/08/1962
2873;The Castells;CASTELLS;Make Believe Wedding;07/10/1961
2874;Jewel Akens;JEWELAKENS;Georgie Porgie;01/05/1965
2875;Billy Joe & The Checkmates;BILLYJOECHECKMATES;Percolator (Twist);13/01/1962
2876;Lonnie Mack;LONNIEMACK;Wham!;24/08/1963
2877;B. Bumble & The Stingers;BBUMBLESTINGERS;Bumble Boogie;25/03/1961
2878;Claude Gray;CLAUDEGRAY;I'll Just Have A Cup Of Coffee (Then I'll Go);08/04/1961
2879;The New Seekers;NEWSEEKERS;Look What They've Done To My Song Ma;05/09/1970
2880;The Rivingtons;RIVINGTONS;The Bird's The Word;30/03/1963
2881;SSgt Barry Sadler;SSGTBARRYSADLER;The Ballad Of The Green Berets;05/02/1966
2882;Dale & Grace;DALEGRACE;Stop And Think It Over;25/01/1964
2883;Paper Lace;PAPERLACE;The Black Eyed Boys;12/10/1974
2884;The Moments;MOMENTS;Walk Right In;12/01/1963
2885;Swingin' Medallions;SWINGINMEDALLIONS;Double Shot (Of My Baby's Love);23/04/1966
2886;The Swinging Blue Jeans;SWINGINGBLUEJEANS;Good Golly Miss Molly;09/05/1964
2887;Shades Of Blue;SHADESOFBLUE;Oh How Happy;07/05/1966
2888;P.J. Proby;PJPROBY;Somewhere;13/02/1965
2889;The Olympics;OLYMPICS;The Bounce;27/04/1963
2890;Peggy Scott & Jo Jo Benson;PEGGYSCOTTJOJOBENSON;Pickin' Wild Mountain Berries;19/10/1968
2891;Adam Wade;ADAMWADE;As If I Didn't Know;22/07/1961
2892;Bobby Freeman;BOBBYFREEMAN;C'mon And Swim;11/07/1964
2893;Ray Peterson;RAYPETERSON;Corinna, Corinna;19/11/1960
2894;Paul Evans;PAULEVANS;Happy-Go-Lucky-Me;30/04/1960
2895;Bobby Comstock;BOBBYCOMSTOCK;Let's Stomp;16/02/1963
2896;Ronnie Carroll;RONNIECARROLL;Say Wonderful Things;08/06/1963
2897;The Orlons;ORLONS;The Wah Watusi;09/06/1962
2898;Joe Simon;JOESIMON;Power Of Love;08/07/1972
2899;The Crystals;CRYSTALS;There's No Other (Like My Baby);18/11/1961
2900;Dee Dee Sharp;DEEDEESHARP;Do The Bird;02/03/1963
2901;Timi Yuro;TIMIYURO;Hurt;22/07/1961
2902;Joanie Sommers;JOANIESOMMERS;Johnny Get Angry;26/05/1962
2903;The Marketts;MARKETTS;Balboa Blue;28/04/1962
2904;The Marketts;MARKETTS;Surfer's Stomp;13/01/1962
2905;Cathy Jean and The Roommates, The Roommates;CATHYJEANANDROOMMATESROOMMATES;Please Love Me Forever;25/02/1961
2906;The Regents;REGENTS;Barbara-Ann;13/05/1961
2907;The Premiers;PREMIERS;Farmer John;20/06/1964
2908;Ron Holden;RONHOLDEN;Love You So;02/04/1960
2909;Dick & DeeDee;DICKDEEDEE;Thou Shalt Not Steal;21/11/1964
2910;Bonnie Guitar;BONNIEGUITAR;I'm Living In Two Worlds;02/04/1966
2911;Junior;JUNIOR;Mama Used To Say;13/02/1982
2912;Gallery;GALLERY;Nice To Be With You;26/02/1972
2913;Jeannie Seely;JEANNIESEELY;Don't Touch Me;28/05/1966
2914;Gene Chandler;GENECHANDLER;Groovy Situation;11/07/1970
2915;Hank Ballard & The Midnighters;HANKBALLARDMIDNIGHTERS;The Twist;16/07/1960
2916;R.B. Greaves;RBGREAVES;Always Something There To Remind Me;24/01/1970
2917;Peggy Scott & Jo Jo Benson;PEGGYSCOTTJOJOBENSON;Lover's Holiday;08/06/1968
2918;The Lettermen;LETTERMEN;When I Fall In Love;18/11/1961
2919;Freddie & The Dreamers;FREDDIEDREAMERS;You Were Made For Me;01/05/1965
2920;The American Breed;AMERICANBREED;Bend Me, Shape Me;02/12/1967
2921;Keith;KEITH;98.6;10/12/1966
2922;Adam Wade;ADAMWADE;The Writing On The Wall;13/05/1961
2923;Alvin Cash;ALVINCASH;Twine Time;02/01/1965
2924;Kris Jensen;KRISJENSEN;Torture;01/09/1962
2925;Mark Lindsay;MARKLINDSAY;Arizona;06/12/1969
2926;Polly Brown;POLLYBROWN;Up In A Puff Of Smoke;04/01/1975
2927;David Houston;DAVIDHOUSTON;You Mean The World To Me;07/10/1967
2928;Clarence Carter;CLARENCECARTER;Slip Away;13/07/1968
2929;R.B. Greaves;RBGREAVES;Whiter Shade Of Pale;12/12/1970
2930;Don Fardon;DONFARDON;(The Lament Of The Cherokee) Indian Reservation;31/08/1968
2931;Melba Montgomery;MELBAMONTGOMERY;No Charge;13/04/1974
2932;Barbara Lynn;BARBARALYNN;You'll Lose A Good Thing;16/06/1962
2933;Mel Carter;MELCARTER;Hold Me, Thrill Me, Kiss Me;26/06/1965
2934;Clarence Henry;CLARENCEHENRY;You Always Hurt The One You Love;13/05/1961
2935;Joe Simon;JOESIMON;Get Down, Get Down (Get On The Floor);05/04/1975
2936;Sweet Dreams;SWEETDREAMS;Honey Honey;31/08/1974
2937;George Hamilton IV;GEORGEHAMILTONIV;Abilene;22/06/1963
2938;Del Reeves;DELREEVES;Girl On The Billboard;26/06/1965
2939;Johnny Cymbal;JOHNNYCYMBAL;Mr. Bass Man;16/02/1963
2940;Larry Groce;LARRYGROCE;Junk Food Junkie;10/01/1976
2941;Tiny Tim;TINYTIM;Tip-Toe Thru' The Tulips With Me;18/05/1968
2942;Hollywood Argyles;HOLLYWOODARGYLES;Alley-Oop;28/05/1960
2943;Lee Dorsey;LEEDORSEY;Ya Ya;09/09/1961
